secteur_activite,revenu_mensuel_estime_fcfa,volume_flux_mobile_money_fcfa,solde_epargne_mobile_fcfa,retards_paiement_6mois,taux_endettement,membre_cooperative_tontine,nb_depots_suspects_24h,ratio_retrait_immediat,changement_sim_recent,defaut_paiement,est_fraude
Commercant_Informel,311000.0,370000.0,148000.0,1,0.84,0,0,0.95,0,1,0
Planteur_Cacao,470000.0,680000.0,221000.0,0,0.32,0,0,0.63,0,0,0
Commercant_Informel,161000.0,190000.0,61000.0,1,0.61,1,2,0.67,0,0,1
Planteur_Cacao,589000.0,489000.0,105000.0,1,0.23,0,2,0.86,0,1,1
Salarie_Prive,675000.0,676000.0,91000.0,2,0.26,1,0,0.7,0,1,0
Planteur_Cacao,359000.0,411000.0,32000.0,1,0.46,1,1,0.75,0,1,1
Commercant_Informel,276000.0,279000.0,36000.0,1,0.31,1,0,0.31,0,1,0
Planteur_Cacao,124000.0,77000.0,13000.0,1,0.18,1,0,0.43,0,1,0
Planteur_Cacao,493000.0,400000.0,123000.0,1,0.26,0,0,0.23,0,1,0
Commercant_Informel,331000.0,432000.0,97000.0,2,0.08,1,0,0.55,0,1,0
Commercant_Informel,274000.0,374000.0,18000.0,2,0.61,1,0,0.51,0,1,0
Salarie_Prive,669000.0,426000.0,11000.0,0,0.44,0,0,0.99,0,0,0
Planteur_Cacao,340000.0,494000.0,29000.0,1,0.13,1,1,0.64,0,1,0
Salarie_Prive,585000.0,485000.0,85000.0,0,0.19,0,1,0.8,0,0,1
Fonctionnaire,338000.0,393000.0,147000.0,0,0.13,1,0,0.4,0,0,0
Salarie_Prive,496000.0,621000.0,163000.0,0,0.54,1,0,0.84,0,0,0
Planteur_Cacao,369000.0,484000.0,157000.0,0,0.13,0,0,0.65,0,0,0
Commercant_Informel,300000.0,434000.0,86000.0,0,0.65,1,0,0.72,0,0,0
Planteur_Cacao,333000.0,271000.0,43000.0,2,0.07,1,1,0.36,0,1,0
Planteur_Cacao,376000.0,511000.0,31000.0,1,0.25,1,1,0.59,0,1,1
Artisan,250000.0,158000.0,56000.0,1,0.76,1,0,0.66,0,1,0
Planteur_Cacao,321000.0,387000.0,123000.0,0,0.62,1,0,0.62,0,0,0
Commercant_Informel,135000.0,168000.0,14000.0,3,0.11,1,0,0.91,0,1,0
Salarie_Prive,762000.0,898000.0,193000.0,0,0.71,1,0,0.9,0,0,0
Salarie_Prive,707000.0,532000.0,109000.0,1,0.44,0,0,0.96,0,1,0
Commercant_Informel,164000.0,225000.0,58000.0,0,0.73,1,0,0.69,0,0,0
Planteur_Cacao,524000.0,351000.0,133000.0,1,0.53,1,0,0.97,0,1,0
Planteur_Cacao,309000.0,171000.0,41000.0,0,0.6,1,0,0.84,0,0,0
Commercant_Informel,304000.0,370000.0,83000.0,1,0.84,0,0,0.34,0,1,0
Planteur_Cacao,453000.0,442000.0,17000.0,3,0.24,0,0,0.48,0,1,0
Commercant_Informel,259000.0,349000.0,15000.0,0,0.55,0,1,0.31,0,1,0
Planteur_Cacao,259000.0,229000.0,21000.0,0,0.42,0,0,0.1,0,0,0
Planteur_Cacao,276000.0,184000.0,6000.0,0,0.08,1,0,0.27,0,0,0
Commercant_Informel,198000.0,264000.0,80000.0,0,0.06,1,0,0.1,0,0,0
Planteur_Cacao,250000.0,263000.0,77000.0,1,0.15,1,1,0.74,0,1,1
Commercant_Informel,274000.0,189000.0,14000.0,1,0.57,1,0,0.48,0,1,0
Salarie_Prive,393000.0,479000.0,162000.0,2,0.5,1,0,0.38,0,1,0
Fonctionnaire,475000.0,480000.0,38000.0,0,0.49,1,1,0.78,0,0,1
Planteur_Cacao,668000.0,737000.0,99000.0,1,0.08,0,1,0.84,0,0,1
Planteur_Cacao,296000.0,284000.0,33000.0,1,0.43,0,0,0.97,0,1,0
Planteur_Cacao,443000.0,589000.0,95000.0,0,0.79,1,1,0.67,0,0,1
Salarie_Prive,575000.0,764000.0,89000.0,2,0.37,0,1,0.51,0,1,0
Salarie_Prive,571000.0,690000.0,142000.0,1,0.55,1,0,0.37,0,1,0
Planteur_Cacao,414000.0,250000.0,44000.0,0,0.67,1,1,0.3,0,0,0
Artisan,245000.0,327000.0,129000.0,0,0.68,1,0,0.29,0,0,0
Planteur_Cacao,487000.0,570000.0,24000.0,0,0.47,1,1,0.46,0,0,1
Commercant_Informel,169000.0,202000.0,15000.0,1,0.74,1,0,0.98,0,1,0
Salarie_Prive,630000.0,544000.0,22000.0,0,0.36,0,2,0.1,0,0,1
Fonctionnaire,491000.0,677000.0,175000.0,2,0.76,1,0,0.28,0,1,0
Salarie_Prive,386000.0,472000.0,19000.0,1,0.24,1,2,0.27,0,1,1
Fonctionnaire,423000.0,259000.0,88000.0,1,0.27,1,0,0.74,0,0,0
Planteur_Cacao,523000.0,475000.0,102000.0,1,0.09,1,0,0.41,0,0,0
Fonctionnaire,403000.0,559000.0,123000.0,0,0.69,0,0,0.51,0,0,0
Planteur_Cacao,593000.0,325000.0,76000.0,1,0.38,1,2,0.23,0,1,1
Fonctionnaire,609000.0,890000.0,76000.0,2,0.23,0,0,0.46,0,1,0
Commercant_Informel,209000.0,247000.0,23000.0,2,0.24,0,0,0.19,0,1,0
Fonctionnaire,310000.0,350000.0,49000.0,1,0.77,1,1,0.57,0,1,1
Commercant_Informel,307000.0,237000.0,58000.0,0,0.72,1,0,0.19,0,0,0
Salarie_Prive,608000.0,455000.0,45000.0,0,0.49,0,0,0.8,0,1,0
Commercant_Informel,259000.0,374000.0,24000.0,0,0.54,0,0,0.6,0,1,0
Salarie_Prive,718000.0,573000.0,223000.0,1,0.43,1,0,0.74,0,1,0
Planteur_Cacao,159000.0,203000.0,6000.0,1,0.36,0,1,0.47,0,1,1
Planteur_Cacao,525000.0,469000.0,152000.0,0,0.78,0,0,0.44,0,1,0
Planteur_Cacao,291000.0,186000.0,59000.0,1,0.15,1,0,0.19,1,0,1
Planteur_Cacao,709000.0,362000.0,48000.0,1,0.38,1,1,0.57,0,1,1
Fonctionnaire,579000.0,605000.0,43000.0,1,0.33,0,0,0.56,0,1,0
Planteur_Cacao,262000.0,387000.0,29000.0,3,0.45,0,2,0.52,0,1,1
Artisan,167000.0,145000.0,41000.0,2,0.42,1,0,0.76,0,1,0
Planteur_Cacao,555000.0,476000.0,126000.0,0,0.47,1,0,0.84,0,0,0
Planteur_Cacao,330000.0,279000.0,89000.0,0,0.16,1,0,0.77,0,0,0
Salarie_Prive,493000.0,503000.0,189000.0,0,0.46,1,0,0.23,0,0,0
Salarie_Prive,504000.0,474000.0,134000.0,0,0.24,0,1,0.65,0,0,0
Commercant_Informel,107000.0,148000.0,12000.0,0,0.2,1,1,0.17,0,0,0
Commercant_Informel,279000.0,280000.0,32000.0,0,0.1,1,0,0.72,1,0,1
Salarie_Prive,397000.0,400000.0,136000.0,1,0.66,1,1,0.44,0,1,1
Planteur_Cacao,311000.0,199000.0,20000.0,1,0.39,1,0,0.22,0,1,0
Artisan,287000.0,425000.0,20000.0,0,0.55,1,0,0.87,1,0,1
Artisan,125000.0,93000.0,27000.0,0,0.63,1,0,0.65,0,0,0
Salarie_Prive,622000.0,357000.0,62000.0,0,0.59,1,0,0.42,0,1,0
Planteur_Cacao,350000.0,407000.0,150000.0,2,0.43,1,0,0.13,0,1,0
Salarie_Prive,458000.0,502000.0,134000.0,0,0.36,1,1,0.58,0,0,0
Planteur_Cacao,542000.0,496000.0,27000.0,0,0.35,1,0,0.92,0,0,0
Planteur_Cacao,461000.0,425000.0,162000.0,2,0.56,0,0,0.63,0,1,0
Planteur_Cacao,503000.0,646000.0,76000.0,2,0.45,1,0,0.96,1,1,1
Commercant_Informel,367000.0,255000.0,38000.0,0,0.73,1,0,0.22,0,0,0
Fonctionnaire,393000.0,520000.0,90000.0,2,0.75,0,0,0.61,1,1,1
Salarie_Prive,408000.0,469000.0,19000.0,1,0.19,1,1,0.81,0,1,1
Salarie_Prive,337000.0,310000.0,65000.0,1,0.16,0,2,0.57,0,0,1
Commercant_Informel,206000.0,197000.0,13000.0,0,0.55,1,0,0.18,0,1,0
Planteur_Cacao,931000.0,704000.0,121000.0,2,0.29,1,0,0.62,0,1,0
Commercant_Informel,392000.0,491000.0,75000.0,0,0.06,0,1,0.64,0,0,1
Artisan,119000.0,120000.0,38000.0,0,0.76,0,1,0.75,0,0,1
Planteur_Cacao,162000.0,133000.0,43000.0,1,0.23,1,0,0.78,0,0,0
Fonctionnaire,459000.0,503000.0,39000.0,2,0.79,1,1,0.79,0,1,1
Commercant_Informel,329000.0,492000.0,78000.0,2,0.62,1,2,0.69,0,1,1
Commercant_Informel,329000.0,308000.0,50000.0,0,0.66,0,0,0.29,0,0,0
Salarie_Prive,462000.0,656000.0,51000.0,2,0.21,0,1,0.46,0,1,0
Commercant_Informel,269000.0,227000.0,73000.0,0,0.24,1,1,0.79,0,0,1
Fonctionnaire,446000.0,248000.0,71000.0,0,0.47,1,0,0.95,0,0,0
Artisan,205000.0,144000.0,13000.0,1,0.19,1,0,0.17,0,1,0
Commercant_Informel,80000.0,74000.0,12000.0,1,0.29,1,0,0.58,0,1,0
Planteur_Cacao,359000.0,258000.0,16000.0,0,0.31,1,1,0.38,0,0,0
Commercant_Informel,203000.0,102000.0,26000.0,1,0.18,1,0,0.3,0,1,0
Artisan,211000.0,298000.0,20000.0,1,0.21,1,0,0.55,1,1,1
Planteur_Cacao,937000.0,1260000.0,497000.0,1,0.68,0,0,0.64,0,0,0
Salarie_Prive,555000.0,690000.0,218000.0,0,0.18,0,0,0.11,1,0,0
Salarie_Prive,453000.0,303000.0,51000.0,0,0.07,1,0,0.79,0,0,0
Salarie_Prive,638000.0,396000.0,95000.0,0,0.55,1,0,0.83,0,0,0
Planteur_Cacao,487000.0,276000.0,101000.0,0,0.83,0,0,0.96,0,1,0
Salarie_Prive,563000.0,689000.0,159000.0,2,0.31,1,0,0.26,1,1,0
Artisan,236000.0,338000.0,29000.0,1,0.14,0,0,0.63,0,0,0
Planteur_Cacao,770000.0,717000.0,117000.0,1,0.51,1,0,0.48,0,1,0
Planteur_Cacao,196000.0,122000.0,41000.0,0,0.78,1,0,0.4,0,1,0
Artisan,228000.0,231000.0,61000.0,0,0.68,1,0,0.6,0,0,0
Planteur_Cacao,233000.0,198000.0,53000.0,1,0.55,1,0,0.8,0,0,0
Fonctionnaire,464000.0,406000.0,142000.0,0,0.3,0,1,0.12,0,0,0
Commercant_Informel,197000.0,221000.0,80000.0,0,0.48,1,1,0.96,0,0,1
Planteur_Cacao,325000.0,396000.0,146000.0,1,0.12,1,1,0.82,0,0,1
Fonctionnaire,396000.0,242000.0,14000.0,0,0.59,1,1,0.77,0,0,1
Commercant_Informel,368000.0,197000.0,45000.0,0,0.63,0,1,0.78,1,0,1
Commercant_Informel,363000.0,542000.0,163000.0,0,0.82,1,0,0.45,0,0,0
Commercant_Informel,168000.0,123000.0,38000.0,1,0.26,1,1,0.77,0,0,1
Commercant_Informel,285000.0,158000.0,40000.0,0,0.06,1,1,0.44,0,0,0
Planteur_Cacao,272000.0,188000.0,16000.0,1,0.49,1,0,0.9,0,1,0
Commercant_Informel,167000.0,90000.0,29000.0,0,0.62,1,1,0.26,0,0,0
Artisan,187000.0,167000.0,49000.0,1,0.68,0,0,0.36,0,1,0
Planteur_Cacao,344000.0,449000.0,24000.0,0,0.2,1,1,0.59,0,0,1
Salarie_Prive,864000.0,727000.0,143000.0,0,0.26,1,1,0.38,0,0,0
Planteur_Cacao,478000.0,451000.0,39000.0,1,0.46,0,0,0.48,0,1,0
Salarie_Prive,293000.0,345000.0,51000.0,1,0.31,1,0,0.54,0,1,0
Planteur_Cacao,298000.0,301000.0,8000.0,0,0.74,1,0,0.86,0,0,0
Artisan,261000.0,356000.0,61000.0,0,0.43,1,1,0.57,0,0,0
Commercant_Informel,468000.0,639000.0,146000.0,2,0.69,1,0,0.42,0,1,0
Planteur_Cacao,115000.0,58000.0,15000.0,1,0.51,0,0,0.32,0,1,0
Planteur_Cacao,62000.0,79000.0,21000.0,0,0.67,1,1,0.46,0,0,0
Planteur_Cacao,737000.0,708000.0,239000.0,0,0.32,1,0,0.56,0,0,0
Commercant_Informel,315000.0,469000.0,48000.0,0,0.72,0,0,0.76,0,0,0
Planteur_Cacao,244000.0,240000.0,16000.0,1,0.27,1,1,0.21,0,1,0
Fonctionnaire,463000.0,688000.0,236000.0,0,0.49,1,0,0.3,0,0,0
Commercant_Informel,60000.0,75000.0,6000.0,0,0.22,1,0,0.44,0,0,0
Planteur_Cacao,401000.0,300000.0,117000.0,1,0.43,1,0,0.42,0,0,0
Salarie_Prive,549000.0,570000.0,194000.0,1,0.3,0,0,0.45,0,1,0
Salarie_Prive,639000.0,953000.0,200000.0,1,0.26,0,1,0.81,0,1,1
Planteur_Cacao,217000.0,295000.0,116000.0,0,0.82,1,0,0.39,0,0,0
Planteur_Cacao,415000.0,248000.0,14000.0,0,0.18,1,2,0.55,0,0,1
Planteur_Cacao,233000.0,282000.0,38000.0,0,0.68,1,0,0.66,0,0,0
Salarie_Prive,538000.0,455000.0,119000.0,0,0.84,1,0,0.31,0,1,0
Salarie_Prive,366000.0,185000.0,28000.0,1,0.07,1,0,0.74,0,0,0
Commercant_Informel,243000.0,220000.0,82000.0,0,0.61,1,0,0.59,0,0,0
Fonctionnaire,340000.0,250000.0,11000.0,1,0.25,0,0,0.5,0,1,0
Fonctionnaire,472000.0,623000.0,142000.0,2,0.08,0,0,0.82,0,1,0
Commercant_Informel,357000.0,299000.0,73000.0,2,0.37,1,0,0.32,0,1,0
Fonctionnaire,401000.0,533000.0,143000.0,0,0.8,1,0,0.89,0,0,0
Planteur_Cacao,407000.0,204000.0,24000.0,0,0.06,1,0,0.6,0,0,0
Planteur_Cacao,139000.0,112000.0,18000.0,0,0.52,0,0,0.64,0,0,0
Planteur_Cacao,346000.0,256000.0,87000.0,1,0.45,0,0,0.88,0,1,0
Planteur_Cacao,391000.0,287000.0,27000.0,1,0.75,0,0,0.83,0,1,0
Commercant_Informel,516000.0,293000.0,98000.0,2,0.12,1,0,0.64,0,1,0
Artisan,133000.0,92000.0,21000.0,1,0.6,0,0,0.77,0,1,0
Planteur_Cacao,664000.0,700000.0,217000.0,2,0.59,1,0,0.49,0,1,0
Planteur_Cacao,579000.0,459000.0,134000.0,2,0.59,1,0,0.59,0,1,0
Commercant_Informel,305000.0,280000.0,28000.0,0,0.8,1,2,0.16,0,1,1
Artisan,306000.0,268000.0,63000.0,1,0.71,1,1,0.18,0,1,0
Planteur_Cacao,467000.0,643000.0,225000.0,0,0.08,1,0,0.84,0,0,0
Commercant_Informel,315000.0,443000.0,82000.0,2,0.43,1,1,0.15,0,1,0
Planteur_Cacao,390000.0,388000.0,150000.0,0,0.37,1,1,0.25,0,0,0
Planteur_Cacao,620000.0,515000.0,99000.0,0,0.3,1,0,0.81,0,0,0
Artisan,266000.0,161000.0,12000.0,0,0.41,1,0,0.1,1,0,1
Artisan,162000.0,236000.0,40000.0,0,0.36,1,0,0.35,0,0,0
Planteur_Cacao,163000.0,91000.0,35000.0,1,0.4,1,0,0.62,0,1,0
Artisan,188000.0,150000.0,21000.0,0,0.83,1,0,0.63,0,1,0
Salarie_Prive,380000.0,303000.0,106000.0,0,0.12,1,0,0.79,0,0,0
Fonctionnaire,415000.0,340000.0,121000.0,1,0.79,0,2,0.55,1,1,1
Commercant_Informel,391000.0,260000.0,40000.0,0,0.43,1,0,0.55,0,0,0
Commercant_Informel,239000.0,306000.0,16000.0,0,0.55,1,1,0.75,0,0,1
Commercant_Informel,276000.0,172000.0,51000.0,1,0.71,1,0,0.54,0,1,0
Salarie_Prive,509000.0,577000.0,80000.0,0,0.34,0,0,0.64,0,0,0
Planteur_Cacao,553000.0,345000.0,109000.0,0,0.39,0,1,0.9,0,0,1
Planteur_Cacao,60000.0,34000.0,6000.0,0,0.38,1,0,0.46,0,0,0
Planteur_Cacao,291000.0,410000.0,84000.0,1,0.35,1,0,0.44,0,1,0
Salarie_Prive,532000.0,367000.0,116000.0,0,0.79,0,0,0.1,0,0,0
Planteur_Cacao,616000.0,814000.0,135000.0,0,0.71,0,0,0.65,0,0,0
Salarie_Prive,426000.0,445000.0,84000.0,0,0.14,0,0,0.13,0,0,0
Artisan,87000.0,51000.0,8000.0,0,0.14,0,0,0.55,0,0,0
Planteur_Cacao,512000.0,745000.0,119000.0,1,0.39,0,0,0.82,0,1,0
Salarie_Prive,405000.0,302000.0,66000.0,0,0.13,1,0,0.59,0,0,0
Commercant_Informel,173000.0,235000.0,77000.0,0,0.55,1,2,0.34,0,0,1
Fonctionnaire,370000.0,247000.0,39000.0,2,0.16,1,0,0.8,0,1,0
Planteur_Cacao,367000.0,497000.0,109000.0,0,0.47,0,0,0.34,0,0,0
Salarie_Prive,409000.0,210000.0,58000.0,0,0.06,1,0,0.75,0,0,0
Fonctionnaire,244000.0,246000.0,30000.0,0,0.3,0,1,0.64,0,0,0
Artisan,254000.0,322000.0,40000.0,0,0.59,1,1,0.25,0,0,0
Salarie_Prive,691000.0,992000.0,372000.0,1,0.44,1,1,0.91,0,0,1
Commercant_Informel,339000.0,477000.0,141000.0,1,0.83,0,0,0.28,0,1,0
Salarie_Prive,329000.0,435000.0,104000.0,2,0.75,1,0,0.98,0,1,0
Fonctionnaire,404000.0,561000.0,149000.0,0,0.34,1,2,0.11,1,0,1
Commercant_Informel,279000.0,195000.0,6000.0,0,0.09,1,0,0.33,0,0,0
Planteur_Cacao,508000.0,398000.0,101000.0,0,0.73,1,0,0.28,0,0,0
Artisan,240000.0,189000.0,40000.0,0,0.78,1,0,0.11,0,1,0
Salarie_Prive,390000.0,342000.0,78000.0,1,0.71,1,0,0.75,0,1,0
Salarie_Prive,512000.0,458000.0,72000.0,1,0.15,1,0,0.72,0,0,0
Planteur_Cacao,482000.0,504000.0,26000.0,1,0.85,0,0,0.81,0,1,0
Salarie_Prive,718000.0,474000.0,44000.0,1,0.26,0,1,0.33,0,1,0
Commercant_Informel,343000.0,409000.0,156000.0,0,0.63,1,0,0.5,0,0,0
Salarie_Prive,618000.0,413000.0,72000.0,1,0.78,0,0,0.69,0,1,0
Planteur_Cacao,415000.0,336000.0,66000.0,1,0.24,1,1,0.49,0,0,0
Salarie_Prive,712000.0,714000.0,29000.0,0,0.78,1,1,0.72,0,0,1
Artisan,225000.0,291000.0,10000.0,0,0.3,1,2,0.66,0,0,1
Planteur_Cacao,245000.0,304000.0,89000.0,1,0.83,0,1,0.2,0,1,0
Artisan,284000.0,326000.0,73000.0,2,0.28,0,0,0.8,0,1,0
Commercant_Informel,343000.0,225000.0,48000.0,0,0.81,1,0,0.74,1,1,1
Fonctionnaire,385000.0,403000.0,45000.0,1,0.09,1,0,0.68,0,0,0
Salarie_Prive,428000.0,251000.0,76000.0,0,0.62,1,1,0.24,0,0,0
Commercant_Informel,307000.0,269000.0,23000.0,0,0.48,1,0,0.34,0,0,0
Salarie_Prive,569000.0,520000.0,48000.0,1,0.43,1,0,0.45,0,1,0
Fonctionnaire,436000.0,235000.0,46000.0,0,0.23,1,0,0.35,0,0,0
Commercant_Informel,308000.0,238000.0,31000.0,1,0.61,0,0,0.3,0,1,0
Planteur_Cacao,706000.0,1028000.0,117000.0,0,0.2,1,0,0.82,0,0,0
Salarie_Prive,661000.0,960000.0,255000.0,3,0.49,0,1,0.67,0,1,1
Fonctionnaire,435000.0,371000.0,99000.0,1,0.25,0,0,0.6,0,1,0
Salarie_Prive,641000.0,348000.0,116000.0,0,0.81,1,1,0.3,0,1,0
Salarie_Prive,345000.0,234000.0,42000.0,0,0.07,0,0,0.92,1,0,1
Commercant_Informel,316000.0,282000.0,13000.0,0,0.21,0,0,0.27,0,0,0
Fonctionnaire,565000.0,818000.0,101000.0,1,0.24,1,0,0.81,0,0,0
Planteur_Cacao,361000.0,231000.0,91000.0,1,0.38,1,1,0.96,0,0,1
Commercant_Informel,204000.0,257000.0,63000.0,1,0.24,0,0,0.75,0,0,0
Planteur_Cacao,283000.0,172000.0,50000.0,1,0.44,1,0,0.98,0,1,0
Planteur_Cacao,204000.0,302000.0,7000.0,0,0.75,1,0,0.68,0,0,0
Commercant_Informel,209000.0,185000.0,40000.0,1,0.62,1,2,0.29,0,1,1
Commercant_Informel,247000.0,315000.0,11000.0,0,0.51,0,0,0.28,1,0,1
Salarie_Prive,289000.0,244000.0,58000.0,1,0.12,0,0,0.39,0,1,0
Commercant_Informel,281000.0,317000.0,117000.0,1,0.61,0,0,0.11,0,1,0
Commercant_Informel,361000.0,250000.0,97000.0,0,0.18,1,0,0.71,0,0,0
Planteur_Cacao,237000.0,153000.0,34000.0,0,0.68,1,0,0.34,0,0,0
Commercant_Informel,417000.0,599000.0,116000.0,0,0.25,1,0,0.83,0,0,0
Planteur_Cacao,492000.0,697000.0,264000.0,0,0.38,0,1,0.42,0,0,1
Planteur_Cacao,586000.0,812000.0,224000.0,1,0.33,1,0,0.53,0,0,0
Salarie_Prive,401000.0,452000.0,20000.0,1,0.74,1,0,0.96,0,1,0
Salarie_Prive,628000.0,822000.0,162000.0,1,0.15,1,0,0.32,0,0,0
Salarie_Prive,336000.0,191000.0,21000.0,1,0.5,1,0,0.74,1,1,1
Commercant_Informel,360000.0,301000.0,60000.0,1,0.16,0,0,0.77,0,1,0
Commercant_Informel,295000.0,240000.0,46000.0,0,0.61,0,0,0.3,0,1,0
Fonctionnaire,464000.0,527000.0,127000.0,1,0.77,0,0,0.55,0,1,0
